ds,y
2021-09-24,58.25239184603918
2021-09-25,62.90617220494909
2021-09-26,64.00717601887851
2021-09-27,59.89432386385769
2021-09-28,53.750704694059266
2021-09-29,59.40123837292369
2021-09-30,63.240448130103495
2021-10-01,77.73616386843857
2021-10-02,79.88786674837888
2021-10-03,74.92027504389539
2021-10-04,53.94889825575359
2021-10-05,59.8536612497733
2021-10-06,56.45351755014743
2021-10-07,58.35571026629833
2021-10-08,63.14228164081285
2021-10-09,66.91609783528574
2021-10-10,60.95526318062391
2021-10-11,61.9722710078742
2021-10-12,68.61476801960418
2021-10-13,61.47629141187232
2021-10-14,68.20376031125193
2021-10-15,64.88565572519721
2021-10-16,66.37214567012954
2021-10-17,68.9049784066315
2021-10-18,64.88327714018129
2021-10-19,65.5934006066041
2021-10-20,58.210233353727
2021-10-21,64.97106594126016
2021-10-22,68.66846776894609
2021-10-23,61.53122930755974
2021-10-24,65.11999974020799
2021-10-25,58.906445407303934
2021-10-26,65.608040185193
2021-10-27,59.632538446304714
2021-10-28,61.51587016972183
2021-10-29,66.20696338666167
2021-10-30,68.47410450767819
2021-10-31,60.62029930939998
2021-11-01,68.32437019993823
2021-11-02,66.6949225525241
2021-11-03,67.00758739309381
2021-11-04,68.4446030284712
2021-11-05,67.78774287494932
2021-11-06,69.06072059482345
2021-11-07,63.87211890635295
2021-11-08,65.33871510203191
2021-11-09,61.63731938857637
2021-11-10,66.82364566819263
2021-11-11,60.53548127251078
2021-11-12,66.37388699978148
2021-11-13,65.51050257578561
2021-11-14,67.02664395119497
2021-11-15,67.1497184317263
2021-11-16,66.71709065709472
2021-11-17,66.07425811319914
2021-11-18,61.77951254517966
2021-11-19,65.69107583427738
2021-11-20,70.87379414804396
2021-11-21,66.98772384949555
2021-11-22,63.81072486771112
2021-11-23,62.981630834151844
2021-11-24,62.42170770512699
2021-11-25,63.51632932022733
2021-11-26,69.9639393687095
2021-11-27,66.73531237077232
2021-11-28,62.66472556449077
2021-11-29,63.089882389817575
2021-11-30,65.62280747718054
2021-12-01,64.20036620868315
2021-12-02,62.129840443030915
2021-12-03,65.29251303504742
2021-12-04,63.86469202639172
2021-12-05,64.56740067361777
2021-12-06,63.48427686568738
2021-12-07,65.58321599390823
2021-12-08,64.14897515421502
2021-12-09,60.32072578846413
2021-12-10,62.55038346358599
2021-12-11,65.81449220403509
2021-12-12,67.50739984744187
2021-12-13,62.04748290136563
2021-12-14,68.43238671769537
2021-12-15,62.97731870568609
2021-12-16,63.71481366757484
2021-12-17,70.50206773049257
2021-12-18,61.728692048264236
2021-12-19,56.01140959551111
2021-12-20,65.29258199611644
2021-12-21,61.492906896460724
2021-12-22,64.35253772742524
2021-12-23,62.870173406630556
2021-12-24,58.91379451040508
2021-12-25,61.98353372677371
2021-12-26,61.489046510108444
2021-12-27,62.460544360684395
2021-12-28,62.57737163186446
2021-12-29,67.11650416792804
2021-12-30,63.37274142773574
2021-12-31,66.16989383604998
2022-01-01,60.722330651983185
2022-01-02,59.770897625157886
2022-01-03,64.43789654930838
2022-01-04,66.36097884171171
2022-01-05,62.32889864137745
2022-01-06,62.96787152963813
2022-01-07,58.65204382024369
2022-01-08,61.43263069124834
2022-01-09,58.8991829831173
2022-01-10,63.51927469152622
2022-01-11,60.1101774295316
2022-01-12,66.43299389885014
2022-01-13,63.02674956176302
2022-01-14,60.127754420226225
2022-01-15,68.07780338113396
2022-01-16,61.75987187515589
2022-01-17,59.57827269383608
2022-01-18,62.39160117279598
2022-01-19,59.824135900871305
2022-01-20,61.90962793127209
2022-01-21,63.85283213408779
